,action,frame_number,input number,x_inputs,y_inputs
153,stretching,10,1,0.0,0.0
154,stretching,10,2,0.0,0.0
155,stretching,10,3,0.0,0.0
156,stretching,10,4,0.0,0.0
157,stretching,10,5,0.0,0.0
158,stretching,10,6,0.0,0.0
159,stretching,10,7,0.0,0.0
160,stretching,10,8,0.0,0.0
161,stretching,10,9,0.0,0.0
162,stretching,10,10,0.0,0.0
163,stretching,10,11,0.0,0.0
164,stretching,10,12,0.0,0.0
165,stretching,10,13,0.0,0.0
166,stretching,10,14,0.0,0.0
167,stretching,10,15,0.0,0.0
168,stretching,10,16,0.0,0.0
169,stretching,10,17,0.0,0.0
170,stretching,11,1,0.0,0.0
171,stretching,11,2,0.0,0.0
172,stretching,11,3,0.0,0.0
173,stretching,11,4,0.0,0.0
174,stretching,11,5,0.0,0.0
175,stretching,11,6,0.0,0.0
176,stretching,11,7,0.0,0.0
177,stretching,11,8,0.0,0.0
178,stretching,11,9,0.0,0.0
179,stretching,11,10,0.0,0.0
180,stretching,11,11,0.0,0.0
181,stretching,11,12,0.0,0.0
182,stretching,11,13,0.0,0.0
183,stretching,11,14,0.0,0.0
184,stretching,11,15,0.0,0.0
185,stretching,11,16,0.0,0.0
186,stretching,11,17,0.0,0.0
187,stretching,12,1,210.30185744741198,66.56280415626306
188,stretching,12,2,185.53812134513518,77.68360503266808
189,stretching,12,3,191.09273848264792,38.3428941484549
190,stretching,12,4,197.25993985592083,92.82062861860993
191,stretching,12,5,202.50596705813084,9.037504132447104
192,stretching,12,6,280.4534063141141,99.62579875852589
193,stretching,12,7,313.3143667792708,-17.217201963564865
194,stretching,12,8,373.9159035611931,190.53576361097578
195,stretching,12,9,413.1123706353525,-11.099401529222925
196,stretching,12,10,497.2000461657607,175.03308540463183
197,stretching,12,11,362.950364460931,33.00629545691815
198,stretching,12,12,447.90536988029146,151.04747067050042
199,stretching,12,13,461.0777708330919,-12.560137980233852
200,stretching,12,14,452.6087258902077,189.6630913749304
201,stretching,12,15,482.61740947689435,23.685330601205806
202,stretching,12,16,488.05874538704626,194.8645576867866
203,stretching,12,17,482.2437595401391,22.01300240837386
204,stretching,13,1,0.0,0.0
205,stretching,13,2,0.0,0.0
206,stretching,13,3,0.0,0.0
207,stretching,13,4,0.0,0.0
208,stretching,13,5,0.0,0.0
209,stretching,13,6,0.0,0.0
210,stretching,13,7,0.0,0.0
211,stretching,13,8,0.0,0.0
212,stretching,13,9,0.0,0.0
213,stretching,13,10,0.0,0.0
214,stretching,13,11,0.0,0.0
215,stretching,13,12,0.0,0.0
216,stretching,13,13,0.0,0.0
217,stretching,13,14,0.0,0.0
218,stretching,13,15,0.0,0.0
219,stretching,13,16,0.0,0.0
220,stretching,13,17,0.0,0.0
221,stretching,14,1,0.0,0.0
222,stretching,14,2,0.0,0.0
223,stretching,14,3,0.0,0.0
224,stretching,14,4,0.0,0.0
225,stretching,14,5,0.0,0.0
226,stretching,14,6,0.0,0.0
227,stretching,14,7,0.0,0.0
228,stretching,14,8,0.0,0.0
229,stretching,14,9,0.0,0.0
230,stretching,14,10,0.0,0.0
231,stretching,14,11,0.0,0.0
232,stretching,14,12,0.0,0.0
233,stretching,14,13,0.0,0.0
234,stretching,14,14,0.0,0.0
235,stretching,14,15,0.0,0.0
236,stretching,14,16,0.0,0.0
237,stretching,14,17,0.0,0.0
238,stretching,15,1,0.0,0.0
239,stretching,15,2,0.0,0.0
240,stretching,15,3,0.0,0.0
241,stretching,15,4,0.0,0.0
242,stretching,15,5,0.0,0.0
243,stretching,15,6,0.0,0.0
244,stretching,15,7,0.0,0.0
245,stretching,15,8,0.0,0.0
246,stretching,15,9,0.0,0.0
247,stretching,15,10,0.0,0.0
248,stretching,15,11,0.0,0.0
249,stretching,15,12,0.0,0.0
250,stretching,15,13,0.0,0.0
251,stretching,15,14,0.0,0.0
252,stretching,15,15,0.0,0.0
253,stretching,15,16,0.0,0.0
254,stretching,15,17,0.0,0.0
255,stretching,16,1,0.0,0.0
256,stretching,16,2,0.0,0.0
257,stretching,16,3,0.0,0.0
258,stretching,16,4,0.0,0.0
259,stretching,16,5,0.0,0.0
260,stretching,16,6,0.0,0.0
261,stretching,16,7,0.0,0.0
262,stretching,16,8,0.0,0.0
263,stretching,16,9,0.0,0.0
264,stretching,16,10,0.0,0.0
265,stretching,16,11,0.0,0.0
266,stretching,16,12,0.0,0.0
267,stretching,16,13,0.0,0.0
268,stretching,16,14,0.0,0.0
269,stretching,16,15,0.0,0.0
270,stretching,16,16,0.0,0.0
271,stretching,16,17,0.0,0.0
272,stretching,17,1,0.0,0.0
273,stretching,17,2,0.0,0.0
274,stretching,17,3,0.0,0.0
275,stretching,17,4,0.0,0.0
276,stretching,17,5,0.0,0.0
277,stretching,17,6,0.0,0.0
278,stretching,17,7,0.0,0.0
279,stretching,17,8,0.0,0.0
280,stretching,17,9,0.0,0.0
281,stretching,17,10,0.0,0.0
282,stretching,17,11,0.0,0.0
283,stretching,17,12,0.0,0.0
284,stretching,17,13,0.0,0.0
285,stretching,17,14,0.0,0.0
286,stretching,17,15,0.0,0.0
287,stretching,17,16,0.0,0.0
288,stretching,17,17,0.0,0.0
289,stretching,18,1,-18.674391568237667,337.2410950522646
290,stretching,18,2,-14.977132191643872,339.4939155833493
291,stretching,18,3,-14.08239030696518,341.64340798732695
292,stretching,18,4,-20.55876689424147,360.3203180053983
293,stretching,18,5,-13.763379286587769,339.17636930809783
294,stretching,18,6,66.22763670516652,391.70064233724685
295,stretching,18,7,-22.24588682814239,338.4306434002645
296,stretching,18,8,174.5257849084871,408.25048399927357
297,stretching,18,9,75.5154391778329,380.0222608400612
298,stretching,18,10,193.6949252799286,418.114037460633
299,stretching,18,11,180.09311500571957,416.0032657206988
300,stretching,18,12,225.7191861206417,365.49760508377994
301,stretching,18,13,180.66386870885108,332.59931330691467
302,stretching,18,14,392.20687119118895,360.6561523981243
303,stretching,18,15,392.3005996613545,359.3645947972491
304,stretching,18,16,498.37832306542106,337.7874157742031
305,stretching,18,17,499.9132807247717,350.9857001017887
306,stretching,19,1,-7.29118301889663,391.37100287694443
307,stretching,19,2,-8.980588375283986,397.0235356456187
308,stretching,19,3,-8.954259493230714,394.7341613089852
309,stretching,19,4,-12.788820804403516,403.5625785708693
310,stretching,19,5,-12.806964274330026,391.0823728565649
311,stretching,19,6,64.72515377871008,417.51738346499167
312,stretching,19,7,-19.410335642647674,382.59140354487835
313,stretching,19,8,158.15113011029072,416.93019399664183
314,stretching,19,9,59.110813084271264,403.0678260990134
315,stretching,19,10,181.76137409153608,420.868946916542
316,stretching,19,11,191.0983185810576,422.6193475192268
317,stretching,19,12,223.624679610708,377.1442968967497
318,stretching,19,13,155.73494919683532,361.61778235488583
319,stretching,19,14,390.92221110086416,366.89159231886833
320,stretching,19,15,389.6015717367744,368.45425272306517
321,stretching,19,16,497.0769810888817,362.91164338721467
322,stretching,19,17,498.58980309008143,364.76549048731744
323,stretching,20,1,-12.354212910909682,386.1340097542064
324,stretching,20,2,-12.214984837200946,391.2707835581892
325,stretching,20,3,-11.241479075627087,386.8856029892817
326,stretching,20,4,-11.233634609143175,400.63097573601056
327,stretching,20,5,-12.977188517856316,374.06189304683147
328,stretching,20,6,85.25742097848955,415.108346917847
329,stretching,20,7,-19.826449612127924,376.8782447865917
330,stretching,20,8,181.15086677166406,415.3582563166629
331,stretching,20,9,86.25458850351215,405.5839827437709
332,stretching,20,10,196.41820347273742,422.49362597221256
333,stretching,20,11,198.13234233007233,433.2359997042038
334,stretching,20,12,238.11697758977422,379.38214206483156
335,stretching,20,13,184.19349285544558,352.5032080839365
336,stretching,20,14,389.2298669560373,365.6956838764964
337,stretching,20,15,388.4956961215781,369.4649215052547
338,stretching,20,16,498.0206670110233,364.26207744199075
339,stretching,20,17,495.62735764138426,372.39405438735383
340,stretching,21,1,-18.789536111078913,363.03399202818326
341,stretching,21,2,-15.41296939114081,367.97209571889357
342,stretching,21,3,-14.385588784599872,367.3663951984227
343,stretching,21,4,-15.571524056907224,382.5306266665724
344,stretching,21,5,-13.517072547437177,359.63792694703506
345,stretching,21,6,37.24875430325019,388.2202783512379
346,stretching,21,7,-17.57453488313126,362.23179602676083
347,stretching,21,8,111.4878994633253,409.9868125320808
348,stretching,21,9,86.2841081477768,414.13540914488794
349,stretching,21,10,198.56224490202501,428.5662087353407
350,stretching,21,11,198.367810801158,437.4755641877784
351,stretching,21,12,200.73989188989478,365.85218535765244
352,stretching,21,13,183.78328906322446,353.6553343367205
353,stretching,21,14,384.53558845406826,377.82015454264683
354,stretching,21,15,384.77050577497624,370.2508191488899
355,stretching,21,16,498.27085319541686,365.2101067073627
356,stretching,21,17,494.72808973725546,370.03274964330456
357,stretching,22,1,-13.990032071529582,388.77329913438825
358,stretching,22,2,-11.997776654070847,393.63742615969517
359,stretching,22,3,-10.827389725591734,390.31285241345785
360,stretching,22,4,-10.075538703171366,394.0694123333971
361,stretching,22,5,-16.24183269919557,377.05042373895117
362,stretching,22,6,41.635113724615174,421.1159224818172
363,stretching,22,7,-16.536374417539875,373.7571400257952
364,stretching,22,8,138.43123348247406,420.5541774690284
365,stretching,22,9,86.27471923828125,417.01447416785567
366,stretching,22,10,202.73729120588445,433.7925063050404
367,stretching,22,11,205.19077833045486,434.8061895901482
368,stretching,22,12,207.46606481535147,387.5919632603703
369,stretching,22,13,201.38528976666822,359.1600311891008
370,stretching,22,14,387.46747727033295,359.7181113737994
371,stretching,22,15,385.8995241793398,370.98898430975083
372,stretching,22,16,497.4892536468959,360.36586600050896
373,stretching,22,17,493.4303202190456,367.10959793464644
374,stretching,23,1,-13.515589230138401,384.5593407849692
375,stretching,23,2,-9.555667911155997,390.7312038905902
376,stretching,23,3,-9.003407962244413,388.806727861774
377,stretching,23,4,-10.003532613420345,390.9252943281076
378,stretching,23,5,-17.124640128025316,376.63303162844517
379,stretching,23,6,42.131177409820104,412.3314525714696
380,stretching,23,7,-19.92986888489313,384.46190169234586
381,stretching,23,8,134.59783627654397,418.6580136305505
382,stretching,23,9,91.51617181760976,418.6419657344011
383,stretching,23,10,212.05583159223156,437.3154199680932
384,stretching,23,11,210.23676229867456,440.8147581648455
385,stretching,23,12,208.673748616295,390.19090682201767
386,stretching,23,13,194.52760283246593,365.01150424337067
387,stretching,23,14,377.99907808841516,377.98600160730444
388,stretching,23,15,383.0632245434498,379.60078521932417
389,stretching,23,16,496.11871464669883,356.679694296788
390,stretching,23,17,497.4181046754741,358.9273438315615
391,stretching,24,1,-18.644782272927486,361.63090389396143
392,stretching,24,2,-15.220629864701179,368.17701377953614
393,stretching,24,3,-17.259672261133392,367.36237863655344
394,stretching,24,4,-20.04431523625858,374.51439804383006
395,stretching,24,5,-23.614031058744438,358.01081939901167
396,stretching,24,6,15.276885895771514,349.4031794830526
397,stretching,24,7,-11.854822628575901,384.79278802340707
398,stretching,24,8,106.76047350603325,366.2074121759835
399,stretching,24,9,102.52924299381608,422.16944841074786
400,stretching,24,10,201.77223590432007,433.8665567580735
401,stretching,24,11,210.68708289624678,450.6340506029023
402,stretching,24,12,192.98162896130845,350.5815807588913
403,stretching,24,13,200.58643850445395,367.7733885631264
404,stretching,24,14,382.8573531425318,289.70507377505567
405,stretching,24,15,375.60569604709525,382.8144615530171
406,stretching,24,16,497.3921493394439,241.21329190736358
407,stretching,24,17,496.83754080480924,350.62047741726406
408,stretching,25,1,-18.70581154299773,363.90795302019353
409,stretching,25,2,-16.366632387970604,369.4117040145636
410,stretching,25,3,-18.6679625015938,366.56574070851894
411,stretching,25,4,-22.375674375086938,374.1581063387389
412,stretching,25,5,-26.352658597227375,371.4935391092619
413,stretching,25,6,20.225773027459663,359.53345589754576
414,stretching,25,7,-1.3211005236345512,389.38075161192626
415,stretching,25,8,113.80503435163187,370.35370314838093
416,stretching,25,9,110.93637845636476,423.7042671322557
417,stretching,25,10,198.84788535822747,435.4791898663697
418,stretching,25,11,224.12543231726403,455.27016824497144
419,stretching,25,12,189.91355556408803,368.40614097952044
420,stretching,25,13,202.22211877387073,376.4020033668569
421,stretching,25,14,379.8861137412776,329.90500129410844
422,stretching,25,15,391.0516855483239,380.2605827348535
423,stretching,25,16,498.1884190590516,251.41390998007725
424,stretching,25,17,497.86039131685254,353.8479641444965
425,stretching,26,1,-17.196992596815885,363.00926395407765
426,stretching,26,2,-22.73882495189633,364.7452339138379
427,stretching,26,3,-24.570447429351354,362.70218745106314
428,stretching,26,4,-26.583387788042472,371.60802624538906
429,stretching,26,5,-29.733937430452524,351.0590958966975
430,stretching,26,6,19.208423829573906,324.57428590226544
431,stretching,26,7,1.2815290954770957,390.54457428726164
432,stretching,26,8,122.88926642443377,263.7470556314379
433,stretching,26,9,118.79893509499752,428.1011439537949
434,stretching,26,10,192.60198870469273,281.39082808802544
435,stretching,26,11,220.30503655045962,459.60402184977033
436,stretching,26,12,193.0479354179224,307.42765362915856
437,stretching,26,13,207.6846670043221,378.953966170483
438,stretching,26,14,382.79793623293193,291.6712812326002
439,stretching,26,15,390.3122708917726,380.2153868133613
440,stretching,26,16,495.99312983210086,246.72773705293446
441,stretching,26,17,496.9797409465122,354.060221716662
442,stretching,27,1,-18.207096360203774,363.81048979897275
443,stretching,27,2,-24.24536458816302,364.57568837698955
444,stretching,27,3,-24.675311985638448,359.4988483522411
445,stretching,27,4,-25.18324764263029,356.2114608526761
446,stretching,27,5,-28.950020538239524,350.1948380841975
447,stretching,27,6,21.379155461795254,355.3281088236446
448,stretching,27,7,6.648783697926326,399.4920692358888
449,stretching,27,8,120.09489019829725,395.5291557736811
450,stretching,27,9,126.41130351171296,428.1935303142182
451,stretching,27,10,228.1295903146444,453.81645542476116
452,stretching,27,11,229.45489085392714,455.0713431649325
453,stretching,27,12,204.8028442909173,373.785461561717
454,stretching,27,13,208.79552326145796,379.1440532998678
455,stretching,27,14,377.58372547364735,319.17524511936244
456,stretching,27,15,388.0293043006422,384.9024035617344
457,stretching,27,16,490.70486187581145,250.88434246706802
458,stretching,27,17,495.1386018747392,356.70389969789636
459,stretching,28,1,-20.50965713817925,377.8485195780119
460,stretching,28,2,-21.997717792273278,360.83843477584736
461,stretching,28,3,-21.92417948465319,381.6642696660983
462,stretching,28,4,-21.58761180119274,351.84292731678033
463,stretching,28,5,-22.084013715342174,370.7006557269192
464,stretching,28,6,23.41680283362505,349.354132501479
465,stretching,28,7,17.729322846636222,393.442423593228
466,stretching,28,8,107.46994471337746,315.5925738838043
467,stretching,28,9,129.5240041127191,430.0281607918856
468,stretching,28,10,167.8683396970483,335.10215844237194
469,stretching,28,11,233.3398700114174,460.9027459839139
470,stretching,28,12,197.36927066429433,345.85437256403117
471,stretching,28,13,201.28411312839046,383.7839676277144
472,stretching,28,14,376.153664970964,308.9276823116039
473,stretching,28,15,386.88999708045486,385.1419862607009
474,stretching,28,16,475.9804084392967,259.84519975488064
475,stretching,28,17,493.9224555584373,358.0243246167699
476,stretching,29,1,-8.983697636544882,398.5713872081187
477,stretching,29,2,-11.77256371925422,389.38324790223936
478,stretching,29,3,-11.633826009597552,401.4092936016669
479,stretching,29,4,-13.005675816748193,392.9601085637354
480,stretching,29,5,-16.93038532924935,393.34269772128164
481,stretching,29,6,23.510168964148278,376.12415339208655
482,stretching,29,7,22.693162686039503,396.1278590009048
483,stretching,29,8,120.68731992817774,391.6612729622686
484,stretching,29,9,129.84039080249096,428.30240262377765
485,stretching,29,10,223.78053116161675,450.5890572256925
486,stretching,29,11,229.39518597430222,461.39065748864664
487,stretching,29,12,200.13474869091363,392.8693931936421
488,stretching,29,13,204.17978484835754,387.8246499382308
489,stretching,29,14,374.05312671152,340.33782755080733
490,stretching,29,15,374.2869875763574,381.7927724587625
491,stretching,29,16,476.44462834479907,275.7072995871903
492,stretching,29,17,498.2309000711413,351.589443826994
493,stretching,30,1,-5.208337936627759,398.34467490691117
494,stretching,30,2,-7.595288194605435,383.78402675977
495,stretching,30,3,-10.162437054099245,387.7372266242658
496,stretching,30,4,-10.410719512124444,374.2833561886658
497,stretching,30,5,-10.384974720216293,387.2672371981139
498,stretching,30,6,28.39629628891761,343.91008066971744
499,stretching,30,7,19.159039686978396,398.95745156337
500,stretching,30,8,132.93635246661722,290.5915326158825
501,stretching,30,9,130.59399205782293,430.67349746126376
502,stretching,30,10,214.46093414940538,305.7274343919648
503,stretching,30,11,225.51896001889375,463.69168899638083
504,stretching,30,12,199.93870494627458,325.55160420509117
505,stretching,30,13,202.4305924322202,389.2463721464365
506,stretching,30,14,372.04056261555024,335.2983463686665
507,stretching,30,15,380.1101055201862,384.7552911635231
508,stretching,30,16,476.09928606525733,286.5767426692563
509,stretching,30,17,496.00724579672436,350.81688148141706
510,stretching,31,1,-6.942350800737783,397.2336610653884
511,stretching,31,2,-5.836759165415779,401.7602681795048
512,stretching,31,3,-6.13092258351493,392.48376383282294
513,stretching,31,4,-10.415835734290964,390.7458890307454
514,stretching,31,5,-8.26222405589299,385.2030132608053
515,stretching,31,6,39.216573019056014,366.824998749391
516,stretching,31,7,16.17054110111044,405.70961729189867
517,stretching,31,8,127.2690032143975,392.8954578561082
518,stretching,31,9,130.28038862551003,428.508273594098
519,stretching,31,10,218.19023969972878,454.09217477641283
520,stretching,31,11,217.39912355688986,461.79676081396155
521,stretching,31,12,181.83814662854115,340.8172512266843
522,stretching,31,13,214.02549290869288,388.2880658190075
523,stretching,31,14,366.0675141648652,342.90357695921494
524,stretching,31,15,368.575147634444,385.0914412670518
525,stretching,31,16,476.6816390515789,301.7146505173171
526,stretching,31,17,494.19295449638935,353.0240377923163
527,stretching,32,1,1.716469275137791,394.5404079921527
528,stretching,32,2,-3.4464507286909427,379.6408733546336
529,stretching,32,3,-4.607858969125267,388.4814867729068
530,stretching,32,4,-6.564313396148229,371.2672488885892
531,stretching,32,5,-5.911575000434672,389.7065445999791
532,stretching,32,6,42.18536739179572,339.9610679983296
533,stretching,32,7,23.990337247310833,400.8795098047745
534,stretching,32,8,130.16749622560044,295.85903516059994
535,stretching,32,9,128.0864645394798,423.89859953542594
536,stretching,32,10,187.68846076037127,338.7718822589696
537,stretching,32,11,209.9064124585613,456.9712153309438
538,stretching,32,12,200.01805834671157,321.6634277139846
539,stretching,32,13,212.026059974195,383.2321404879768
540,stretching,32,14,352.54429440823793,343.2385392390805
541,stretching,32,15,352.8387084417598,387.55698153064617
542,stretching,32,16,476.4219737972633,310.10288977676083
543,stretching,32,17,484.9955437091409,333.211353871233
544,stretching,33,1,7.3532670471010295,414.25988246178576
545,stretching,33,2,1.2678736112238038,401.5912470148507
546,stretching,33,3,-1.779950705055667,409.5059367224475
547,stretching,33,4,0.6685427883612296,391.25199281824194
548,stretching,33,5,-5.75358676627411,398.62573840304844
549,stretching,33,6,49.30034467657526,318.1630212320782
550,stretching,33,7,24.674916706028608,395.76261456665856
551,stretching,33,8,145.88671494662233,296.9358502836164
552,stretching,33,9,128.2519406734659,418.79555207318344
553,stretching,33,10,215.59077027997208,325.17002980799344
554,stretching,33,11,216.1581221673892,463.7448840576716
555,stretching,33,12,214.48229147347925,326.9866963749739
556,stretching,33,13,215.44078068492675,378.84490219150194
557,stretching,33,14,354.5166391434939,353.84984209702117
558,stretching,33,15,357.21115633005206,385.04387326654717
559,stretching,33,16,482.51706720459714,318.19988429148106
560,stretching,33,17,487.18156084462515,332.55361034503755
561,stretching,34,1,14.452074543304898,432.05004447818067
562,stretching,34,2,-1.9667945205280972,421.76058015207406
563,stretching,34,3,-0.3120079663104049,420.18206827890106
564,stretching,34,4,2.812619534727374,408.8832822939866
565,stretching,34,5,1.0740451642950495,404.76888745824056
566,stretching,34,6,36.13255871509586,351.76422594915783
567,stretching,34,7,33.322316970598806,392.58952763139007
568,stretching,34,8,112.66579466686758,353.0932848278292
569,stretching,34,9,129.3216589862586,411.3371497751079
570,stretching,34,10,193.91114458485953,386.7696989777359
571,stretching,34,11,205.7629169130184,461.75614320886694
572,stretching,34,12,200.15793571132582,340.11122535756544
573,stretching,34,13,218.9722182276695,381.9262328285948
574,stretching,34,14,356.11804452777267,362.67047567728633
575,stretching,34,15,358.922033111844,388.3190143134918
576,stretching,34,16,487.204468724282,337.134955391321
577,stretching,34,17,487.94415640901747,342.4352429226406
578,stretching,35,1,17.090637931484146,434.0570816006055
579,stretching,35,2,-2.668023265080212,431.16976833555907
580,stretching,35,3,1.3992202883304405,425.14447728350325
581,stretching,35,4,4.189777430865461,420.6926674619815
582,stretching,35,5,2.0348191190544154,402.544849964983
583,stretching,35,6,55.53644423668746,345.76774987983276
584,stretching,35,7,38.871202553768896,388.7761367084189
585,stretching,35,8,143.49157927651788,395.299221794961
586,stretching,35,9,135.37173644725223,410.30518797298845
587,stretching,35,10,207.65562838545895,450.4547394410539
588,stretching,35,11,206.85481804414746,458.4840797475292
589,stretching,35,12,227.2677131364183,338.691324688544
590,stretching,35,13,218.1460566761232,380.9075424772063
591,stretching,35,14,362.849144185686,371.00659614681933
592,stretching,35,15,363.6541242344797,381.5070225772985
593,stretching,35,16,467.3044665418676,345.94098539288694
594,stretching,35,17,480.16659269700773,347.54413290384883
595,stretching,36,1,18.48994948389976,434.63667361932767
596,stretching,36,2,1.958386339136684,431.5398816488899
597,stretching,36,3,1.7465105254855284,426.6547249367083
598,stretching,36,4,9.154436694408384,426.1006065997355
599,stretching,36,5,3.256796998156992,401.41511573026867
600,stretching,36,6,49.79488701070452,367.2532181431828
601,stretching,36,7,43.149053647185646,387.46147833316525
602,stretching,36,8,131.17394874640672,369.8734441472587
603,stretching,36,9,146.0723829410904,400.34094863585744
604,stretching,36,10,201.58189858456396,435.179592888711
605,stretching,36,11,215.181445339667,455.0128391325341
606,stretching,36,12,221.19284406260144,338.7219401404162
607,stretching,36,13,222.90806178876838,375.1696423910774
608,stretching,36,14,352.52194888513947,367.58708316658544
609,stretching,36,15,354.5193055829238,408.814806014233
610,stretching,36,16,459.0726080421878,345.23175687726194
611,stretching,36,17,467.43833456973294,350.7103119236324
612,stretching,37,1,19.47897845984213,434.3858286426434
613,stretching,37,2,4.517967156203635,431.8147954112437
614,stretching,37,3,3.486649034992524,426.01355197965967
615,stretching,37,4,8.955410014981686,425.69716149820783
616,stretching,37,5,4.820075558625626,397.4238977241091
