,action,frame_number,input number,x_inputs,y_inputs
171,sitting,11,2,98.54768453082983,439.3253820882343
172,sitting,11,3,99.5694042171852,434.3720087336007
173,sitting,11,4,91.82240722441179,468.3365935259779
174,sitting,11,5,98.57756617514953,440.33981833001286
175,sitting,11,6,120.86143244621663,502.3702207705491
176,sitting,11,7,145.03634829195744,449.7049521125505
177,sitting,11,8,182.7291951618138,565.9716361880568
178,sitting,11,9,189.32384660760445,449.4696534290611
179,sitting,11,10,247.67367580877922,568.6096210097417
180,sitting,11,11,216.6117021238061,456.79538514407017
181,sitting,11,12,249.2131467530565,523.1784825654231
182,sitting,11,13,255.200537163709,515.2215725701211
183,sitting,11,14,366.7504357584153,491.91190587916725
184,sitting,11,15,365.23073469495915,493.1657780092915
185,sitting,11,16,475.40678844961286,519.8021957975188
186,sitting,11,17,469.6835064534264,513.8283676453316
187,sitting,12,1,109.18200529647511,421.4965997028988
188,sitting,12,2,98.09557702491828,425.4985933367553
189,sitting,12,3,97.97136889720883,419.60607447974667
190,sitting,12,4,90.81873186971738,454.53023999730306
191,sitting,12,5,96.36027984166358,421.682169686978
192,sitting,12,6,118.52895029220808,487.6281928591314
193,sitting,12,7,141.19307011454325,440.5714195608296
194,sitting,12,8,177.9563297079296,545.2067423185421
195,sitting,12,9,217.22678572204774,459.6435642030032
196,sitting,12,10,250.90656314476308,558.7034487989804
197,sitting,12,11,250.07191925445017,447.09129282520183
198,sitting,12,12,246.40234825519144,517.6315939718471
199,sitting,12,13,258.41615716498404,493.44952487733156
200,sitting,12,14,369.9219229950042,465.8026857099979
201,sitting,12,15,367.3094208940908,475.3240796877175
202,sitting,12,16,482.11449733473785,501.70902343263606
203,sitting,12,17,482.03642146169966,501.957920579974
204,sitting,13,1,108.26914167545671,417.4463040154336
205,sitting,13,2,94.60376354636354,422.5170327507308
206,sitting,13,3,98.82704601797224,417.2353072474422
207,sitting,13,4,92.02792957204032,451.81368073801156
208,sitting,13,5,98.01944087450158,420.57777931536225
209,sitting,13,6,123.6613629621285,486.11611483091764
210,sitting,13,7,141.25339440139183,440.0522972055958
211,sitting,13,8,177.38550927589486,538.2937234653397
212,sitting,13,9,218.0641101871117,453.6632627899238
213,sitting,13,10,248.48120352634692,543.6656858448462
214,sitting,13,11,237.750671567832,443.83076147406564
215,sitting,13,12,256.5181752552972,523.052002496868
216,sitting,13,13,253.98089989002807,503.0142854210529
217,sitting,13,14,357.87470243097414,464.43883815162167
218,sitting,13,15,360.11796855077546,464.4097207118249
219,sitting,13,16,470.5976808813984,489.75234407624583
220,sitting,13,17,471.70764096766624,506.28879062847994
221,sitting,14,1,107.10429816995955,411.6862040054559
222,sitting,14,2,96.27768609927034,413.225282868723
223,sitting,14,3,98.3971149206869,407.47343543377644
224,sitting,14,4,90.06540162626997,442.6717160910965
225,sitting,14,5,95.78656069249004,417.9143784147063
226,sitting,14,6,119.81816866277588,474.0271866082614
227,sitting,14,7,141.4620174781505,443.27282470159383
228,sitting,14,8,180.18896419853417,536.286532735506
229,sitting,14,9,216.59626991883232,447.5413265100832
230,sitting,14,10,252.36731333973148,536.1601192754732
231,sitting,14,11,249.27640159335266,431.02745684855233
232,sitting,14,12,246.81248684665218,497.874606330039
233,sitting,14,13,253.44823005291406,492.79495545113275
234,sitting,14,14,351.0628774399574,449.6540033896941
235,sitting,14,15,350.3484795001565,455.2197190860332
236,sitting,14,16,469.2462592874861,433.67392083318833
237,sitting,14,17,469.82623227626,498.55859973117344
238,sitting,15,1,110.31854148434603,401.3991527939692
239,sitting,15,2,98.31633185774353,410.8256058384953
240,sitting,15,3,98.98605029731547,396.9906378323357
241,sitting,15,4,91.94590769464963,434.0912673202549
242,sitting,15,5,95.95868662486092,416.1137903294213
243,sitting,15,6,119.55096813620729,468.40595066945644
244,sitting,15,7,140.22423843247955,427.8381728276378
245,sitting,15,8,180.91395709210406,521.465034060064
246,sitting,15,9,215.42440510645113,452.9681274142191
247,sitting,15,10,251.53555683283142,527.9105881858775
248,sitting,15,11,247.35382430984998,427.80710606904233
249,sitting,15,12,244.57161108181103,497.78229507412306
250,sitting,15,13,249.92916842950206,481.66543157700704
251,sitting,15,14,358.5914747651324,440.81007109983994
252,sitting,15,15,354.96811365868996,455.2533489133839
253,sitting,15,16,472.360209569733,430.2827572557071
254,sitting,15,17,461.3203760707414,504.38130741926506
255,sitting,16,1,108.43623356578613,393.46482580647967
256,sitting,16,2,95.11349833683728,402.34533772967706
257,sitting,16,3,97.28271303261778,395.223188166629
258,sitting,16,4,89.30662370223321,428.38032949740744
259,sitting,16,5,96.05817619346371,399.3152045778814
260,sitting,16,6,122.81064109915442,460.27684269078856
261,sitting,16,7,138.65722763785976,447.22577679130706
262,sitting,16,8,184.4648725130438,514.822515474927
263,sitting,16,9,202.80765386292774,442.6794542342358
264,sitting,16,10,252.58332074219115,522.3666171135509
265,sitting,16,11,235.17920315796263,429.5800699688544
266,sitting,16,12,252.99912178198028,478.0481147341314
267,sitting,16,13,249.57746092572765,462.813584767365
268,sitting,16,14,358.40014041708207,424.9233770901482
269,sitting,16,15,358.3812865305372,446.0171610740882
270,sitting,16,16,468.3198271165616,405.4270476275404
271,sitting,16,17,458.26346830373706,505.97631237820156
272,sitting,17,1,107.73443431458064,381.2898108263589
273,sitting,17,2,96.92211275638388,384.4695630317807
274,sitting,17,3,99.11976754842244,376.86744061238517
275,sitting,17,4,88.83510063239305,415.41579112709235
276,sitting,17,5,96.2218110851435,379.95409041576767
277,sitting,17,6,120.73978276917772,449.20124419282433
278,sitting,17,7,137.07937498828426,408.6742430009396
279,sitting,17,8,186.75005372270988,502.164917247067
280,sitting,17,9,213.0061415041236,428.84795938674483
281,sitting,17,10,257.8966388645795,499.1192509708532
282,sitting,17,11,243.2722631618602,411.2023028605234
283,sitting,17,12,249.1376914751636,458.2527130058985
284,sitting,17,13,252.059411747873,449.91535552094933
285,sitting,17,14,362.33486232134993,404.2673660652144
286,sitting,17,15,358.26190801331836,431.49932113681444
287,sitting,17,16,467.6330729408151,379.425103202429
288,sitting,17,17,469.283509296904,505.1869062326002
289,sitting,18,1,107.21635722265046,375.95253449505844
290,sitting,18,2,95.76604928036473,380.00729295352517
291,sitting,18,3,97.90396896950924,369.7536721686212
292,sitting,18,4,88.50675299896332,407.4448970803174
293,sitting,18,5,94.04023982650803,379.11650727745683
294,sitting,18,6,123.64769661108183,432.04915129527745
295,sitting,18,7,128.54053214325043,435.55140981695433
296,sitting,18,8,183.1434408917979,493.14108391912583
297,sitting,18,9,194.30615252486325,427.24498587355583
298,sitting,18,10,255.03323676678124,489.65427186282017
299,sitting,18,11,230.481681087958,409.87520145679633
300,sitting,18,12,253.89144716347715,449.43134265381406
301,sitting,18,13,247.91276428041544,425.8528935829621
302,sitting,18,14,359.43039529047667,391.15872729329067
303,sitting,18,15,358.5954818951978,430.8269284934403
304,sitting,18,16,468.2674518890834,380.3672739551434
305,sitting,18,17,460.63762087496525,493.7852562987194
306,sitting,19,1,106.2019352672362,369.05252503392956
307,sitting,19,2,95.88076967867617,370.01359731423565
308,sitting,19,3,96.31686292699254,362.33009083499354
309,sitting,19,4,89.67603151451587,398.4818286513433
310,sitting,19,5,91.07556804351354,376.14749492144
311,sitting,19,6,122.60375025718079,429.8217420004524
312,sitting,19,7,127.00304116268894,432.7001191884744
313,sitting,19,8,185.36924730068853,477.5331154804187
314,sitting,19,9,177.94611492213582,440.51907681675425
315,sitting,19,10,256.60067934664494,486.5551703438196
316,sitting,19,11,217.74231319257697,418.4289781872042
317,sitting,19,12,247.7121466345179,434.6367606182141
318,sitting,19,13,248.6599989531656,432.5037246398246
319,sitting,19,14,358.6347042276173,380.7450611819669
320,sitting,19,15,357.381700464809,421.96647389163417
321,sitting,19,16,466.8250344839577,386.6652239351336
322,sitting,19,17,457.07749907270033,490.1892042266234
323,sitting,20,1,106.24040914926049,358.1303218850049
324,sitting,20,2,94.40717680164191,361.1178068912905
325,sitting,20,3,94.58851302059186,354.5518102837034
326,sitting,20,4,89.42853757818659,391.84664006222596
327,sitting,20,5,94.12244983525942,360.6258088177721
328,sitting,20,6,119.99579183425678,425.3301227119293
329,sitting,20,7,126.0691034333996,391.35833264459217
330,sitting,20,8,187.99183752133516,467.19874324671144
331,sitting,20,9,197.45389310118,399.2211078057576
332,sitting,20,10,261.0408701458034,474.8253623095812
333,sitting,20,11,240.59445570767457,385.2366029871068
334,sitting,20,12,247.63909257837858,429.94301572939867
335,sitting,20,13,250.84039929358826,407.8717788662305
336,sitting,20,14,357.3478232363919,372.4413709067024
337,sitting,20,15,356.1130960617292,402.39375396932417
338,sitting,20,16,469.70394689180733,364.3834144235454
339,sitting,20,17,444.43432861690354,460.90800737750556
340,sitting,21,1,106.15865418748263,348.1019439357426
341,sitting,21,2,92.95787290578781,351.79921037635717
342,sitting,21,3,91.92469792125488,348.3259633495441
343,sitting,21,4,87.35952507494466,379.5995733520236
344,sitting,21,5,91.80464837954378,352.929735077516
345,sitting,21,6,120.73482479469006,407.45284966211807
346,sitting,21,7,127.43484678183536,388.7628731164741
347,sitting,21,8,182.7892791482037,458.81008632464506
348,sitting,21,9,193.0759703865391,403.9030548299607
349,sitting,21,10,263.97116686540824,461.8761914769366
350,sitting,21,11,254.45922489336056,398.43716219963636
351,sitting,21,12,245.99839286917395,412.85916266834283
352,sitting,21,13,246.77162023255664,409.4983209214922
353,sitting,21,14,354.31452493639307,357.2975209667316
354,sitting,21,15,353.46920522808676,401.5771783433672
355,sitting,21,16,465.7274564295919,360.46347297379594
356,sitting,21,17,428.6135257528515,453.4571902948392
357,sitting,22,1,104.22676652404604,339.5482419700028
358,sitting,22,2,93.01947505962248,340.6371635318068
359,sitting,22,3,91.87171279499722,326.1096069064066
360,sitting,22,4,83.50568709104635,368.02906197800667
361,sitting,22,5,89.45360862890408,336.6193999904301
362,sitting,22,6,118.39025231426477,396.40167440231767
363,sitting,22,7,125.0997616912208,367.42773247189933
364,sitting,22,8,182.59607857695676,436.88823844382915
365,sitting,22,9,199.8616009720709,375.6270376770427
366,sitting,22,10,260.38894743876926,439.482279142452
367,sitting,22,11,248.72203526935522,357.8472003214609
368,sitting,22,12,248.31936759835537,408.3929021958519
369,sitting,22,13,250.31056842747358,402.5933498051225
370,sitting,22,14,363.7249140074416,344.7300315805958
371,sitting,22,15,362.7286708390324,369.4019852874008
372,sitting,22,16,470.74995046553346,358.04159661443833
373,sitting,22,17,462.2850131705536,364.8137516964783
374,sitting,23,1,100.73794854500882,331.19160879428244
375,sitting,23,2,96.5062477043899,338.30417012849733
376,sitting,23,3,93.53178528013146,327.2479316014755
377,sitting,23,4,84.24481717344563,358.34086666659414
378,sitting,23,5,92.40901052774944,329.64375179435206
379,sitting,23,6,115.76400473846527,387.80752758671815
380,sitting,23,7,135.91015914781158,366.651893394827
381,sitting,23,8,180.2779544071911,431.6157718649951
382,sitting,23,9,184.96173490756345,380.1245531791568
383,sitting,23,10,258.74869938066524,431.4338068972717
384,sitting,23,11,239.51869885362575,374.3713270157642
385,sitting,23,12,244.85411307224535,392.24582867526794
386,sitting,23,13,245.3803755763023,385.8691188752784
387,sitting,23,14,354.5431079355121,342.1226994231974
388,sitting,23,15,353.1906159624502,352.97587031510994
389,sitting,23,16,462.247601517584,366.80260707116076
390,sitting,23,17,468.92514010918956,358.5362111114978
391,sitting,24,1,100.11193702765672,321.1840150828882
392,sitting,24,2,89.61540414600769,323.79424131261743
393,sitting,24,3,86.98391062569549,314.11285604294267
394,sitting,24,4,81.10244343471811,351.4038983113516
395,sitting,24,5,87.35135358589693,332.2963084197522
396,sitting,24,6,112.20270032345012,383.24067045691817
397,sitting,24,7,125.52619571855585,363.85044293308044
398,sitting,24,8,181.85395046935946,420.4529855299102
399,sitting,24,9,181.6596350967,375.0110230307802
400,sitting,24,10,253.06657010086923,416.88215429904994
401,sitting,24,11,238.9324536875377,364.7581676066851
402,sitting,24,12,247.5470773261096,389.1640997463982
403,sitting,24,13,245.45005956813915,361.7438627723065
404,sitting,24,14,357.3462787933803,341.0430133369293
405,sitting,24,15,357.2877801278225,347.92161291585467
406,sitting,24,16,461.09271674906114,360.7977308515451
407,sitting,24,17,459.74119463730995,367.84826130006786
408,sitting,25,1,105.98563581970397,321.62977188891983
409,sitting,25,2,93.9427602750965,317.0347765134544
410,sitting,25,3,91.7964045584025,303.2152137671388
411,sitting,25,4,82.24587460299982,346.3610435434864
412,sitting,25,5,89.7308755416191,315.95912737941956
413,sitting,25,6,115.36981095899814,373.6473100488064
414,sitting,25,7,121.85746167463083,349.72442423049483
415,sitting,25,8,183.65482743486808,410.7230474051495
416,sitting,25,9,196.82389754569851,363.59198342983865
417,sitting,25,10,253.51227604670768,409.38051007107265
418,sitting,25,11,248.83852016324462,361.9212630172084
419,sitting,25,12,249.8032509891499,389.97602229128967
420,sitting,25,13,250.87266282441,372.2961602497738
421,sitting,25,14,359.4728121205678,339.9188191641147
422,sitting,25,15,358.3181436691511,345.90106785695644
423,sitting,25,16,465.41675375194154,363.4620105768896
424,sitting,25,17,453.0741166926987,366.7535427577777
425,sitting,26,1,101.20805417748517,310.8405166320121
426,sitting,26,2,97.10421983849048,315.84975108802985
427,sitting,26,3,96.92442806255217,302.91838172283894
428,sitting,26,4,80.35262925688521,337.3052444967767
429,sitting,26,5,90.90991464496014,309.44375494806167
430,sitting,26,6,113.18367208146908,371.1980589460955
431,sitting,26,7,131.90540347679433,352.6684665467532
432,sitting,26,8,175.76601135978362,402.8149475233592
433,sitting,26,9,182.42935697473476,354.6316222464852
434,sitting,26,10,252.03630487006214,400.6463636640451
435,sitting,26,11,236.76027813014363,363.92311826846117
436,sitting,26,12,243.68379066535203,392.07657641982183
437,sitting,26,13,241.63384547926907,385.5333222047258
438,sitting,26,14,359.8745292867327,336.9170476492901
439,sitting,26,15,361.535885411837,335.418480276265
440,sitting,26,16,469.67130576113925,360.68349995432555
441,sitting,26,17,467.8045332820904,359.6337469224144
442,sitting,27,1,103.79501659721579,294.4689747697792
443,sitting,27,2,99.87036617290373,297.57723886876437
444,sitting,27,3,98.51867222998193,286.44613898942094
445,sitting,27,4,85.54755451417465,326.1418841729451
446,sitting,27,5,90.23623050497265,292.01582400995267
447,sitting,27,6,116.31938990924056,359.66397325817354
448,sitting,27,7,116.97456891883375,345.31466273794194
449,sitting,27,8,176.04460198376938,389.9926642267104
450,sitting,27,9,189.59094831427058,354.94823974065633
451,sitting,27,10,257.95306468929664,396.01058654105475
452,sitting,27,11,240.4530393334454,354.0478556405728
453,sitting,27,12,247.05808894216838,366.0947165032538
454,sitting,27,13,248.0031817744677,347.07858011292456
455,sitting,27,14,359.09287404589554,328.96561450575933
456,sitting,27,15,357.0093212637067,330.6566213764964
457,sitting,27,16,461.9157113095066,341.7486667208257
458,sitting,27,17,459.3432102146772,343.73590295192656
459,sitting,28,1,110.90044468729717,287.7504711533442
460,sitting,28,2,99.63358825321367,289.459269296353
461,sitting,28,3,99.38653374284242,279.71401426999233
462,sitting,28,4,87.13700099231936,314.47338588519193
463,sitting,28,5,90.28842914705815,288.8469956022063
464,sitting,28,6,117.71334277416196,347.6238945703995
465,sitting,28,7,120.74278540002841,328.502333201385
466,sitting,28,8,179.373553810912,386.68065655204924
467,sitting,28,9,189.29834496019856,352.5022979940232
468,sitting,28,10,253.84822245521434,392.7610921541142
469,sitting,28,11,249.44573187332836,365.03560157554983
470,sitting,28,12,247.184947548705,366.8895927038384
471,sitting,28,13,247.7302103014304,353.5406772808933
472,sitting,28,14,358.2136553755854,320.8117322348274
473,sitting,28,15,356.3341375062303,314.87659581785476
474,sitting,28,16,458.3370680766573,321.54126360581023
475,sitting,28,17,456.9637952289525,322.5475880510292
476,sitting,29,1,115.6560563899643,286.28066506842464
477,sitting,29,2,105.85115110131329,287.77129243370683
478,sitting,29,3,103.74600328394497,279.2760061421214
479,sitting,29,4,88.44048253860248,312.4255180783686
480,sitting,29,5,89.66597650454378,288.6685146680122
481,sitting,29,6,116.16828782622115,341.1258790116002
482,sitting,29,7,125.01499391097344,326.6564343288906
483,sitting,29,8,176.40763166750222,381.7804063826733
484,sitting,29,9,187.5101828645882,349.73714713795414
485,sitting,29,10,253.31145838389412,388.96750809089644
486,sitting,29,11,249.60522286616023,363.6806455752366
487,sitting,29,12,248.20232493233613,362.1969840680571
488,sitting,29,13,250.93214221807193,354.68468545008875
489,sitting,29,14,361.4930688875012,322.75862865830317
490,sitting,29,15,358.50296337455956,315.1666660776117
491,sitting,29,16,456.1012531600296,302.9082545087173
492,sitting,29,17,447.0881625665048,308.0787709667316
493,sitting,30,1,119.91429631717128,277.4779468018122
494,sitting,30,2,109.45102974639804,278.7158046798876
495,sitting,30,3,111.8213188329861,274.27625392752395
496,sitting,30,4,91.6029380690804,303.1237099696374
497,sitting,30,5,93.77757177154814,289.24419037748817
498,sitting,30,6,120.32087942966723,337.1564696042203
499,sitting,30,7,131.72420173441267,341.64506466192233
500,sitting,30,8,181.93477139628607,379.67003769226756
501,sitting,30,9,185.80770543491806,348.003956682167
502,sitting,30,10,254.4857704321072,381.2085137653988
503,sitting,30,11,243.83295030905163,354.08784386309856
504,sitting,30,12,249.7014855914017,348.28945372311733
505,sitting,30,13,248.18327544351007,342.92556320904094
506,sitting,30,14,365.07899928163704,330.48929261205456
507,sitting,30,15,364.917747273997,334.06577605181656
508,sitting,30,16,462.3281489069455,348.17981065779855
509,sitting,30,17,462.853202480237,350.74931053382517
510,sitting,31,1,126.76453542284868,273.66317484320405
511,sitting,31,2,118.50278577040496,272.0121221393679
512,sitting,31,3,112.81883443498471,263.67755847412656
513,sitting,31,4,95.31771153300029,286.5338542572905
514,sitting,31,5,105.47142051447747,273.0279704138537
515,sitting,31,6,120.22703583940908,324.8901778393174
516,sitting,31,7,132.62230043948935,326.58046934811733
517,sitting,31,8,177.29482045159497,362.90991156563194
518,sitting,31,9,189.8698099289167,352.7109621043726
519,sitting,31,10,251.58155562969628,375.81408120476056
520,sitting,31,11,253.1059574727135,357.9347837316432
521,sitting,31,12,250.1689522910189,347.1068697039428
522,sitting,31,13,242.95955216495506,361.3029225100919
523,sitting,31,14,373.43187892472355,328.5516710854851
524,sitting,31,15,362.3472165070939,317.12491857447975
525,sitting,31,16,465.3419148249867,299.01340951898317
526,sitting,31,17,465.57287289763775,349.1035396856295
527,sitting,32,1,129.8911373693087,273.80713897186826
528,sitting,32,2,117.85638101730574,265.69005613603144
529,sitting,32,3,116.92428588867189,257.10172589478356
530,sitting,32,4,98.15747495928575,276.8807745510857
531,sitting,32,5,105.3540645791798,264.757188826733
532,sitting,32,6,121.15163491812234,316.40955935607775
533,sitting,32,7,132.40381608730962,322.58831066649844
534,sitting,32,8,180.619401790268,352.48813824558044
535,sitting,32,9,185.92873468597142,348.3943587475205
536,sitting,32,10,258.3629608154297,362.40980934194044
537,sitting,32,11,255.96362716720085,360.31968828299
538,sitting,32,12,248.33550767304283,344.80414919439033
